URL,Created,Comment_removeclass,Comment_time,Post_Index,Check_Point,Category
https://github.com/celery/celery/discussions/7038,2021/9/17 6:30 PM,"@newearthmartin you can still use upper case name with a CELERY_ prefix.
See https://docs.celeryproject.org/en/stable/history/whatsnew-4.0.html#latentcall-django-admonition
and https://docs.celeryproject.org/en/stable/django/first-steps-with-django.html#using-celery-with-django",2021/11/3 6:16 AM,6,,(III) Reporting an Enhancement
https://github.com/celery/celery/discussions/7038,2021/9/17 6:30 PM,"I'm still confused as to what I'm supposed to be doing.
The release for 4.0 said:

But the current config docs say:

So, which is it?",2022/2/17 1:57 PM,7,,(III) Reporting an Enhancement
https://github.com/celery/celery/discussions/7038,2021/9/17 6:30 PM,These name changes for settings only make sense when you add the namespace setting. Wonder why documentation is not clear about this.,2022/2/18 8:33 PM,8,,(III) Reporting an Enhancement
https://github.com/celery/celery/discussions/7038,2021/9/17 6:30 PM,I created another issue to update the documentation #7309,2022/2/21 2:52 AM,9,1,(III) Reporting an Enhancement
https://github.com/celery/celery/discussions/7048,2020/11/30 9:32 PM,can you contribute to this?,2021/1/20 8:57 AM,1,,(III) Reporting an Enhancement
https://github.com/celery/celery/discussions/7048,2020/11/30 9:32 PM,"
can you contribute to this?

Sure.
Opened as an issue to gather some feedback on the proposal.
Can I consider it as accepted in design?",2021/1/22 11:33 PM,2,1,(III) Reporting an Enhancement
https://github.com/celery/celery/discussions/7048,2020/11/30 9:32 PM,"

can you contribute to this?

Sure.
Opened as an issue to gather some feedback on the proposal.
Can I consider it as accepted in design?

it seems OK as per your description to come with a Proof of concept. yet some more thoughts could be shared when the implementation can be seen. I am personally OK to give the POC a try. @celery/technical-board & @celery/core-developers will also chime in where necessary. But in general please go for it as it seems a useful influsion.",2021/1/23 8:12 AM,3,,(III) Reporting an Enhancement
https://github.com/celery/celery/discussions/7063,2021/11/9 2:56 PM,"@swuecho I'm checking, will get back to you by tomorrow morning.
I opened this as an issue - #7064",2021/11/9 4:27 PM,1,1,(IV) Reporting a Clarification Request
https://github.com/celery/celery/discussions/7063,2021/11/9 2:56 PM,"@swuecho I was unable to reproduce the issue, we're closing the issue for now.
If you can produce more stack traces or steps to reproduce, we will revisit the issue.",2021/11/9 5:47 PM,2,,(IV) Reporting a Clarification Request
https://github.com/celery/celery/discussions/7063,2021/11/9 2:56 PM,Thanks for the quick feedback. I will try to isolate the code to a small public repo if possible.,2021/11/9 11:28 PM,3,,(IV) Reporting a Clarification Request
https://github.com/celery/celery/discussions/7063,2021/11/9 2:56 PM,,2021/11/10 12:15 AM,4,,(IV) Reporting a Clarification Request
https://github.com/celery/celery/discussions/7255,2022/1/23 7:59 PM,Feel free to file a bug report about it. This should be easy to fix.,2022/1/27 11:25 AM,1,1,(I) Reporting a Bug
https://github.com/chartjs/Chart.js/discussions/10050,2022/1/6 5:24 AM,"This will have to be added to the typings file so this will be fixed before next release, (I should have time tonight to fix it)",2022/1/6 10:37 AM,1,,(I) Reporting a Bug
https://github.com/chartjs/Chart.js/discussions/10050,2022/1/6 5:24 AM,Thanks @LeeLenaleee . Do you want me to create an issue from this discussion for tracking the change?,2022/1/6 8:18 PM,2,1,(I) Reporting a Bug
https://github.com/ColorlibHQ/AdminLTE/discussions/3514,2021/3/16 9:26 AM,Convert this as issue __,2021/3/16 12:46 PM,1,1,(I) Reporting a Bug
https://github.com/ColorlibHQ/AdminLTE/discussions/3514,2021/3/16 9:26 AM,@danny007in - How do I convert it to an issue?,2021/3/17 1:14 PM,2,,(I) Reporting a Bug
https://github.com/ColorlibHQ/AdminLTE/discussions/3514,2021/3/16 9:26 AM,"Only Update the Jquery version and all function good
<script src=""https://ajax.aspnetcdn.com/ajax/jQuery/jquery-3.6.0.min.js"" type=""text/javascript""></script>",2021/9/8 11:12 PM,3,,(I) Reporting a Bug
https://github.com/ColorlibHQ/AdminLTE/discussions/3514,2021/3/16 9:26 AM,"Hello !
I have the exact same issue and I have alreay Jquery 3.6.0, Poppers and Bootstrap 4 are up to date. I try with the code from the demo, I also have the issue.",2022/3/17 9:46 AM,4,,(I) Reporting a Bug
https://github.com/ColorlibHQ/AdminLTE/discussions/3699,2021/5/16 6:39 PM,create this as issue,2021/5/16 6:49 PM,1,1,(IV) Reporting a Clarification Request
https://github.com/coqui-ai/TTS/discussions/603,2021/6/30 6:18 AM,"you can access the methods as you like by importing the module.
The latest docs might help https://tts.readthedocs.io/en/dev/",2021/7/1 12:32 AM,1,,(IV) Reporting a Clarification Request
https://github.com/coqui-ai/TTS/discussions/603,2021/6/30 6:18 AM,All further discussion occurs at issue #633.,2021/7/10 7:51 AM,2,1,(IV) Reporting a Clarification Request
https://github.com/dask/dask/discussions/7316,2021/3/3 9:50 PM,This looks like an issue with dask-yarn. I suggest you open a bug report in that repository https://github.com/dask/dask-yarn/issues,2021/3/5 3:47 PM,1,1,(II) External Repository
https://github.com/dask/dask/discussions/7411,2021/3/17 7:19 AM,"I would recommend filing an issue in dask-labextension repo.  However, before doing that I would look through dask/dask-labextension#87 and see if information there resolves your issue",2021/3/17 2:16 PM,1,1,(II) External Repository
https://github.com/dask/dask/discussions/7477,2021/3/27 5:19 PM,"
Now reading parquet files does not work anymore which is a serious issue.

Sorry to hear that -- if you're able to open a bug report, that would be welcome
Something like:

should allow you to downgrade to 2021.2.0 appropriately",2021/3/27 6:16 PM,1,1,(I) Reporting a Bug
https://github.com/deepset-ai/haystack/discussions/1617,2021/10/19 5:47 PM,"Also had an issue with testing Docker on a fresh download of the repo and Docker images (followed exact commands on README).
Log files:
haystack-api_1   | ML Logging is turned off. No parameters, metrics or artifacts will be logged to MLFlow.
haystack-api_1   | [2021-10-19 19:16:54 +0000] [10] [INFO] Started server process [10]
haystack-api_1   | [2021-10-19 19:16:54 +0000] [10] [INFO] Waiting for application startup.
haystack-api_1   | [2021-10-19 19:16:54 +0000] [10] [INFO] Application startup complete.
haystack-api_1   | [2021-10-19 19:16:54 +0000] [10] [ERROR] Exception in ASGI application
haystack-api_1   | Traceback (most recent call last):
haystack-api_1   |   File ""/usr/local/lib/python3.7/site-packages/uvicorn/protocols/http/httptools_impl.py"", line 375, in run_asgi
haystack-api_1   |     result = await app(self.scope, self.receive, self.send)
haystack-api_1   |   File ""/usr/local/lib/python3.7/site-packages/uvicorn/middleware/proxy_headers.py"", line 75, in call
haystack-api_1   |     return await self.app(scope, receive, send)
haystack-api_1   |   File ""/usr/local/lib/python3.7/site-packages/fastapi/applications.py"", line 208, in call
haystack-api_1   |     await super().call(scope, receive, send)
haystack-api_1   |   File ""/usr/local/lib/python3.7/site-packages/starlette/applications.py"", line 112, in call
haystack-api_1   |     await self.middleware_stack(scope, receive, send)
haystack-api_1   |   File ""/usr/local/lib/python3.7/site-packages/starlette/middleware/errors.py"", line 181, in call
haystack-api_1   |     raise exc
haystack-api_1   |   File ""/usr/local/lib/python3.7/site-packages/starlette/middleware/errors.py"", line 159, in call
haystack-api_1   |     await self.app(scope, receive, _send)
haystack-api_1   |   File ""/usr/local/lib/python3.7/site-packages/starlette/middleware/cors.py"", line 84, in call
haystack-api_1   |     await self.app(scope, receive, send)
haystack-api_1   |   File ""/usr/local/lib/python3.7/site-packages/starlette/exceptions.py"", line 82, in call
haystack-api_1   |     raise exc
haystack-api_1   |   File ""/usr/local/lib/python3.7/site-packages/starlette/exceptions.py"", line 71, in call
haystack-api_1   |     await self.app(scope, receive, sender)
haystack-api_1   |   File ""/usr/local/lib/python3.7/site-packages/starlette/routing.py"", line 656, in call
haystack-api_1   |     await route.handle(scope, receive, send)
haystack-api_1   |   File ""/usr/local/lib/python3.7/site-packages/starlette/routing.py"", line 259, in handle
haystack-api_1   |     await self.app(scope, receive, send)
haystack-api_1   |   File ""/usr/local/lib/python3.7/site-packages/starlette/routing.py"", line 61, in app
haystack-api_1   |     response = await func(request)
haystack-api_1   |   File ""/usr/local/lib/python3.7/site-packages/fastapi/routing.py"", line 227, in app
haystack-api_1   |     dependant=dependant, values=values, is_coroutine=is_coroutine
haystack-api_1   |   File ""/usr/local/lib/python3.7/site-packages/fastapi/routing.py"", line 161, in run_endpoint_function
haystack-api_1   |     return await run_in_threadpool(dependant.call, **values)
haystack-api_1   |   File ""/usr/local/lib/python3.7/site-packages/starlette/concurrency.py"", line 39, in run_in_threadpool
haystack-api_1   |     return await anyio.to_thread.run_sync(func, *args)
haystack-api_1   |   File ""/usr/local/lib/python3.7/site-packages/anyio/to_thread.py"", line 29, in run_sync
haystack-api_1   |     limiter=limiter)
haystack-api_1   |   File ""/usr/local/lib/python3.7/site-packages/anyio/_backends/_asyncio.py"", line 805, in run_sync_in_worker_thread
haystack-api_1   |     return await future
haystack-api_1   |   File ""/usr/local/lib/python3.7/site-packages/anyio/_backends/_asyncio.py"", line 743, in run
haystack-api_1   |     result = func(*args)
haystack-api_1   |   File ""/home/user/rest_api/controller/search.py"", line 48, in query
haystack-api_1   |     result = _process_request(PIPELINE, request)
haystack-api_1   |   File ""/home/user/rest_api/controller/search.py"", line 66, in _process_request
haystack-api_1   |     result = pipeline.run(query=request.query, params=params)
haystack-api_1   |   File ""/home/user/haystack/pipeline.py"", line 300, in run
haystack-api_1   |     raise ValueError(f""No node(s) or global parameter(s) named {', '.join(invalid_keys)} found in pipeline."")
haystack-api_1   | ValueError: No node(s) or global parameter(s) named ESRetriever found in pipeline.
ui_1             | 2021-10-19 19:16:54.134 Expecting value: line 1 column 1 (char 0)
ui_1             | Traceback (most recent call last):
ui_1             |   File ""/home/user/webapp.py"", line 134, in main
ui_1             |     results, raw_json = retrieve_doc(question, top_k_reader=top_k_reader, top_k_retriever=top_k_retriever)
ui_1             |   File ""/usr/local/lib/python3.7/site-packages/streamlit/caching.py"", line 545, in wrapped_func
ui_1             |     return get_or_create_cached_value()
ui_1             |   File ""/usr/local/lib/python3.7/site-packages/streamlit/caching.py"", line 527, in get_or_create_cached_value
ui_1             |     return_value = func(*args, **kwargs)
ui_1             |   File ""/home/user/utils.py"", line 30, in retrieve_doc
ui_1             |     response_raw = requests.post(url, json=req).json()
ui_1             |   File ""/usr/local/lib/python3.7/site-packages/requests/models.py"", line 910, in json
ui_1             |     return complexjson.loads(self.text, **kwargs)
ui_1             |   File ""/usr/local/lib/python3.7/json/init.py"", line 348, in loads
ui_1             |     return _default_decoder.decode(s)
ui_1             |   File ""/usr/local/lib/python3.7/json/decoder.py"", line 337, in decode
ui_1             |     obj, end = self.raw_decode(s, idx=_w(s, 0).end())
ui_1             |   File ""/usr/local/lib/python3.7/json/decoder.py"", line 355, in raw_decode
ui_1             |     raise JSONDecodeError(""Expecting value"", s, err.value) from None
ui_1             | json.decoder.JSONDecodeError: Expecting value: line 1 column 1 (char 0)
Seems to be some sort of JSON issue between the search.py and pipeline.py files with the UI?",2021/10/19 7:19 PM,1,,(I) Reporting a Bug
https://github.com/deepset-ai/haystack/discussions/1617,2021/10/19 5:47 PM,"Hi @sieu-tran and @grahamschuckman, thanks for the bug report! I can see from your stacktrace that this is due to a new procedure for the validation of pipeline parameters tha we merged to master yesterday. I'm going to bugfix this soon and let you know when the fix is out.
Thanks @grahamschuckman for creating the issue (#1618) , let's continue the discussion there :)",2021/10/20 7:57 AM,2,1,(I) Reporting a Bug
https://github.com/deepset-ai/haystack/discussions/2014,2022/1/18 12:19 AM,"Hello @asharm0662, I'll admit this sounds like a bug. I'm now trying to replicate this behavior, so I can have a closer look at what's going on.
Do you mind if I convert this discussion into an issue? This way we can track it better, especially if it ends up being a real bug.",2022/1/19 9:35 AM,1,1,(IV) Reporting a Clarification Request
https://github.com/encode/httpx/discussions/1528,2020/8/15 10:17 AM,"At the moment it feels like the right thing, yup.
I'm not even against us thinking about if we should just be maintaining it all as a single package, but with a really clearly defined interface split at the transport API level.

Pros: Easier release management our side, less potential for versioning issues when users report issues / trying to figure out when something was fixed/broken etc.
Cons: Not having a strict package split makes it less obvious to users/devs that each part can be treated strictly in isolation, when trying to understand things under the hood. Easier for us to fall into bad separation of concerns. Perhaps harder to convince other projects to adopt our transport layer?
",2020/8/20 9:47 AM,1,,(III) Reporting an Enhancement
https://github.com/encode/httpx/discussions/1528,2020/8/15 10:17 AM,"@tomchristie Dunno about the package split, I think it really nicely enforces the interface split (eg by making it harder to sneak network features in HTTPX and vice versa). But that's something we can discuss separately if we feel it. :-)
So as for unifying issue trackers on this HTTPX repo, a clear yes it seems? Curious what the migration process would look like. I guess something like this?

 Create an httpcore label in this repo.
 Transfer issues from HTTPCore to this repo. - Example here: #1245
 Add a note in the HTTPCore README that the issue tracker is located on the HTTPX repo.
 Disable issues in the HTTPCore repo.
",2020/9/1 9:23 PM,2,,(III) Reporting an Enhancement
https://github.com/encode/httpx/discussions/1528,2020/8/15 10:17 AM,"I transfered #1245 here and applied the httpcore label on it. Does this feel enough for clearly identifying what belongs to HTTPX, and what belongs to HTTPCore?",2020/9/1 9:28 PM,3,1,(III) Reporting an Enhancement
https://github.com/encode/httpx/discussions/1611,2021/4/28 4:56 PM,"Thanks for raising this. I confirmed by downloading a large file, and then disconnecting wi-fi midway through the download.
And, as you say, the request then raised a timeout error after 5 seconds. (Despite the timeout=None parameter.)
I've tracked this down to a bug introduced in this pull request #1577 and have now resolved in #1613. A new release should be incoming fairly shortly.",2021/4/29 10:07 AM,1,1,(I) Reporting a Bug
https://github.com/encode/httpx/discussions/1747,2021/7/12 4:26 AM,#1439 seems related to this but as random input i've also had a similar issue with having to silence type warnings when wrapping the AsyncClient,2021/7/14 9:05 PM,1,,(I) Reporting a Bug
https://github.com/encode/httpx/discussions/1747,2021/7/12 4:26 AM,"I mean it's a real mixed bag. Yeah we could but it'd add an awful lot of extra noise to the codebase.
I guess I'd be happy to review how the change looked if someone wanted to go ahead and issue a pull request that changed all those signatures, and switched up our own mypy rules to enforce it, but I certainly wouldn't be able to say if we'd accept the pull request or not, so it'd need someone who's willing to put in that time, without having any guarantees that it'd make it in.",2021/7/15 9:34 AM,2,1,(I) Reporting a Bug
https://github.com/encode/httpx/discussions/2036,2022/1/18 4:57 PM,Thanks for mentioning this. I've raised an issue at #2042,2022/1/22 3:54 PM,1,1,(IV) Reporting a Clarification Request
https://github.com/encode/httpx/discussions/2052,2022/1/27 8:54 PM,"Gotcha thanks for the feedback - escalated as #2053.
I expect(?) it'll be an easy one to resolve, but let's see.",2022/1/28 10:50 AM,1,1,(I) Reporting a Bug
https://github.com/encode/httpx/discussions/2077,2022/2/9 9:15 PM,Example of such setting in akka-http https://doc.akka.io/docs/akka-http/current/common/timeouts.html#connection-lifetime-timeout,2022/2/10 9:00 AM,1,,(III) Reporting an Enhancement
https://github.com/encode/httpx/discussions/2077,2022/2/9 9:15 PM,"I've escalated it into an issue, since it looks like it's not covered in the docs right now.
See issue #2079 to track this.
You can control the keep alive expiry like this...

Thanks for the feedback - really great prompt to help us document this.",2022/2/10 11:21 AM,2,1,(III) Reporting an Enhancement
https://github.com/encode/uvicorn/discussions/1388,2022/2/23 12:55 PM,"good catch yes @HarrySky , raised as issue
#1389",2022/2/23 1:03 PM,1,1,(I) Reporting a Bug
https://github.com/Gallopsled/pwntools/discussions/1743,2020/12/14 10:35 PM,What type is b? is it an ELF? Maybe this deserves opening an issue?,2020/12/18 8:28 PM,1,1,(IV) Reporting a Clarification Request
https://github.com/google/flax/discussions/1089,2021/3/6 1:22 AM,I think we should be a little careful here to avoid reducing over axes that actually aren't spatial dims.  To me it would make most sense if axis is an constructor argument with default value -1. Feel free to file a PR or issue for this.,2021/3/8 2:22 PM,1,1,(III) Reporting an Enhancement
https://github.com/google/flax/discussions/2080,2021/1/22 3:08 PM,"Hey, thanks for the guide. This is useful.
I found something unintuitive:

params['params'] gives me:

and params.pop('params') gives me a tuple:

Why are they different?
BTW, I found this usage here:

",2021/1/30 4:35 AM,1,,(III) Reporting an Enhancement
https://github.com/google/flax/discussions/2080,2021/1/22 3:08 PM,"Hi @cccntu -- what do you mean by ""different""? pop returns two parts: the variable collection that you popped, and the remaining collections still all grouped together, e.g.:

Maybe the docstring for FrozenDict.pop isn't clear enough? But this is working as intended.
(BTW in your example you wrote params = model.init(rng, dummy_input) -- it should probably be variables = model.init(rng, dummy_input) as parameters are one of possible multiple variable collections)
Does this help? What could we improve in our documentation so that this would be less confusing?",2021/2/1 9:57 AM,2,,(III) Reporting an Enhancement
https://github.com/google/flax/discussions/2080,2021/1/22 3:08 PM,"@avital  Thanks for the reply.
I said different because I expect it to behave like python dict.
But I get it now, since flax/jax is functional, it make sense to return the remaining dictionary. Thanks for the help and the naming suggestion!
I didn't find the doc for FrozenDict from google search and readthedocs search is extremely slow. So I didn't read the doc.
I just found it by searching Github and I think it's clear enough.",2021/2/1 10:17 AM,3,,(III) Reporting an Enhancement
https://github.com/google/flax/discussions/2080,2021/1/22 3:08 PM,"I don't think we even have reference docs for FrozenDict on RTD, we probably should. I filed an issue: #969",2021/2/1 10:21 AM,4,1,(III) Reporting an Enhancement
https://github.com/google/flax/discussions/2080,2021/1/22 3:08 PM,"Hey!
I am very interested in the best practices for BatchNorm (or batch_stats in general I guess) when used inside a pmap. Is the recommendation to use lax.pmean to synchronize them? Are there example available?
Thanks!",2021/3/6 2:50 AM,5,,(III) Reporting an Enhancement
https://github.com/google/flax/discussions/2080,2021/1/22 3:08 PM,"
I am very interested in the best practices for BatchNorm (or batch_stats in general I guess) when used inside a pmap

See the ImageNet example for the canonical example of combining BatchNorm and pmap. There indeed we sync the statistics before evaluation with pmean.",2021/3/8 2:29 PM,6,,(III) Reporting an Enhancement
https://github.com/google/flax/discussions/2080,2021/1/22 3:08 PM,"Since @marcvanzee already provides an answer to ""how to use batchnorm"" in his original post above, I'm only going to cover the question ""when and how to normalize statistics"" asked by @cgarciae and more recently by @laoreja (on an internal forum), and answered above by @jheek and by @levskaya (on an internal forum)
Our examples/imagenet/ uses nn.BatchNorm in the ResNet model:


Then we define a utility function sync_batch_stats()...


...which we then call before evaluating...


...and before writing a checkpoint


Alternatively, we could have specified axis_name='batch' when instantiating nn.BatchNorm in the model code. Then the batch stats would be synced automatically in the layer at every step. This alternative approach is less verbose, but it requires to pass down the axis_name parameter to the model definition, and batch stats are synced at every step (causing some communication overhead).
Syncing would then happen here:

",2022/5/31 9:45 AM,7,,(III) Reporting an Enhancement
https://github.com/google/flax/discussions/2085,2021/12/22 11:36 PM,Linking discussion from Detectron2 facebookresearch/detectron2#3817,2021/12/22 11:39 PM,1,,(III) Reporting an Enhancement
https://github.com/google/flax/discussions/2085,2021/12/22 11:36 PM,"Hi @INF800 -- we'd love to see something like Detectron2 ported to JAX/Flax. (Though I personally don't know almost anything about that project).
What kind of support would you be looking for? Then we can ask around and see if someone can help in the best way.",2021/12/23 2:12 PM,2,,(III) Reporting an Enhancement
https://github.com/google/flax/discussions/2085,2021/12/22 11:36 PM,"
_",2021/12/23 2:35 PM,3,,(III) Reporting an Enhancement
https://github.com/google/flax/discussions/2085,2021/12/22 11:36 PM,"Folks on our GitHub discussion board are pretty helpful, and both folks that work on JAX and Flax, as well as knowledgable community members can help. The upside this way is that other people can benefit from the learning. I propose we start with that, and if you start making progress and would benefit from more intensive support we can see what we can do. How do you feel about that?",2021/12/23 2:37 PM,4,,(III) Reporting an Enhancement
https://github.com/google/flax/discussions/2085,2021/12/22 11:36 PM,"
Folks on our GitHub discussion board are pretty helpful, and both folks that work on JAX and Flax, as well as knowledgable community members can help. The upside this way is that other people can benefit from the learning. I propose we start with that, and if you start making progress and would benefit from more intensive support we can see what we can do. How do you feel about that?

Perfect! I will open up related issues/discussions and  link them to this issue to keep track of them. As said before I will be starting it actively from Feb 2022. Until then will try to understand more about JAX and Detectron2 and you can expect me to open up multiple discussion topics related to JAX :)",2021/12/23 2:43 PM,5,1,(III) Reporting an Enhancement
https://github.com/google/flax/discussions/2085,2021/12/22 11:36 PM,"Great! One possible first step is only to port one particular model in a standalone codebase, such as Mask R-CNN, and see what we need to do from there.",2021/12/23 2:52 PM,6,,(III) Reporting an Enhancement
https://github.com/google/flax/discussions/2085,2021/12/22 11:36 PM,"
Great! One possible first step is only to port one particular model in a standalone codebase, such as Mask R-CNN, and see what we need to do from there.

Makes sense I was planning to do the same. Will update here once I create it.",2021/12/23 2:53 PM,7,,(III) Reporting an Enhancement
https://github.com/google/flax/discussions/2085,2021/12/22 11:36 PM,https://github.com/google-research/scenic is a flax computer vision code base as a reference.,2022/1/4 6:25 AM,8,,(III) Reporting an Enhancement
https://github.com/google/flax/discussions/2085,2021/12/22 11:36 PM,"
https://github.com/google-research/scenic is a flax computer vision code base as a reference.

Thanks. Detectron2 internally uses fvcore https://github.com/facebookresearch/fvcore. Is this project similar to fvcore?",2022/1/4 11:29 AM,9,,(III) Reporting an Enhancement
https://github.com/google/flax/discussions/2085,2021/12/22 11:36 PM,"@INF800 I moved your issue to a ""Show and Tell"" Discussion Thread, which seemed more appropriate. Looking forward to hearing about your progress!",2022/4/27 8:41 PM,10,,(III) Reporting an Enhancement
https://github.com/google/flax/discussions/730,2020/12/12 11:55 PM,Nice catch -- indeed we should switch away from using onp. Feel free to file an issue or pull request. Thanks!,2020/12/13 12:43 AM,1,1,(III) Reporting an Enhancement
https://github.com/google/flax/discussions/738,2020/12/16 2:33 AM,Yes I think you are right. Pooling layers still assume there is a batch dimension. This should be an easy fix. I created an issue for this #739,2020/12/16 9:45 AM,1,1,(IV) Reporting a Clarification Request
https://github.com/home-assistant/frontend/discussions/10484,2021/10/30 7:45 PM,"This is not a frontend discussion about new frontend feature or frontend design, but a core issue.
Please this issue in the issue tracker here:
https://github.com/home-assistant/core/issues
Be sure to check your issue hasn't been reported by someone else already by using the search.
Thanks! __
../Frenck",2021/10/31 11:43 AM,1,1,(II) External Repository
https://github.com/home-assistant/frontend/discussions/10663,2021/11/19 9:08 PM,That is actually a bug. I will create an issue out of this discussion and push a fix (#10666).,2021/11/20 12:34 AM,1,1,(I) Reporting a Bug
https://github.com/home-assistant/frontend/discussions/12339,2022/4/17 5:38 AM,"I opened a GitHub issue

Stating that it is not just no feedback but the original screen reloads. Also on the restore my database doesn't start automatically and this causes recorded issues.
The issue on the screen has been confirmed but no one has been working on a fix.
Not sure how progress can be measured as communication between the HA device and the desktop is lost?",2022/4/17 9:06 AM,1,1,(III) Reporting an Enhancement
https://github.com/home-assistant/frontend/discussions/12397,2022/4/24 6:16 PM,"I have a small variation on colors but I would rather prefer to have some friendly color for this dashboard on energy source:

Ideally colors should be defined at dashboard definition level :
",2022/12/11 5:41 PM,1,,(III) Reporting an Enhancement
https://github.com/home-assistant/frontend/discussions/12397,2022/4/24 6:16 PM,"+1 on this! I have 25+ sources (monitoring each individual breaker) that fit better in this kind of stacked bar graph per hour instead of the ""individual devices"" list below it, because it gives richer hour-to-hour insights on consumption and also cost. Or a 2.0 version of energy monitoring and analysis - the Energy tab has a lot of potential. Thanks for your work :)
",2023/1/6 2:04 PM,2,,(III) Reporting an Enhancement
https://github.com/home-assistant/frontend/discussions/12397,2022/4/24 6:16 PM,"I would like some control too.. In France, there are several tarifs and here is my current display:

It is then very hard to distinguish in the bar chart",2023/2/7 1:39 PM,3,,(III) Reporting an Enhancement
https://github.com/home-assistant/frontend/discussions/12397,2022/4/24 6:16 PM,+1 for a color picker,2023/2/7 1:41 PM,4,,(III) Reporting an Enhancement
https://github.com/home-assistant/frontend/discussions/12397,2022/4/24 6:16 PM,"I've created an issue regarding the problem caused by the current implementation here: #15384
This feature request would solving the issue.",2023/2/7 1:45 PM,5,1,(III) Reporting an Enhancement
https://github.com/home-assistant/frontend/discussions/12397,2022/4/24 6:16 PM,"Nearly a year and the energy features still get no love and yet it's one of the best features (or could be) for me at least.
Every month I read the release notes in anticipation of some enhancements, every month im dissapointed. Such a shame as it really feels like a neglated part of the system that gets overlooked in favour of the latest automation buzz topics",2023/2/7 2:40 PM,6,,(III) Reporting an Enhancement
https://github.com/home-assistant/frontend/discussions/8739,2021/3/28 1:44 PM,might I post a slight nudge here? issue is still very much alive while on 2021.10,2021/10/6 11:52 AM,1,,(IV) Reporting a Clarification Request
https://github.com/home-assistant/frontend/discussions/8739,2021/3/28 1:44 PM,"The scrollbar should not be overlaying the editor. Please create a bug ticket for that. Might be something that has to be fixed upstream actually. Seem platform specific, because it works fine for me on Windows.",2021/10/26 1:20 PM,2,1,(IV) Reporting a Clarification Request
https://github.com/home-assistant/frontend/discussions/8739,2021/3/28 1:44 PM,"ok will do, and just checked, still happening on Desktop Mac, HA 2021.11.0.dev20211026:
",2021/10/26 3:35 PM,3,,(IV) Reporting a Clarification Request
https://github.com/home-assistant/frontend/discussions/8739,2021/3/28 1:44 PM,"I didn't realize there was a place for this on GitHub.
Here's an accompanying feature request I created from the forums.
https://community.home-assistant.io/t/move-reset-to-demo-template-somewhere-else/432132?u=danny2100",2022/7/29 4:35 PM,4,,(IV) Reporting a Clarification Request
https://github.com/horovod/horovod/discussions/2763,2020/12/23 9:52 AM,"@DEKHTIARJonathan, have you run into this issue with XLA as well?  Seems TF is not honoring its GPU visibility rules.",2021/1/5 12:39 AM,1,,(II) External Repository
https://github.com/horovod/horovod/discussions/2763,2020/12/23 9:52 AM,"I'm pretty sure that if you only want memory on GPU0, you need to use CUDA_VISIBLE_DEVICES=""0"" horovodrun ...",2021/1/5 1:42 AM,2,,(II) External Repository
https://github.com/horovod/horovod/discussions/2763,2020/12/23 9:52 AM,"I think the problem is that we need to have visibility into multiple GPUs for Horovod to work, but TensorFlow should not be allocating memory on every GPU when we set tf.config.visible_devices.  Seems this isn't working correctly with XLA in the latest version.",2021/1/11 4:42 PM,3,,(II) External Repository
https://github.com/horovod/horovod/discussions/2763,2020/12/23 9:52 AM,"We had this exact issue a 1.5 years ago. With XLA allocating memory on every GPUs.
Please open an issue on Tensorflow side, tag myself, @nluehr @bas-aarts (for NV side) and @reedwm @sanjoy (for Google side).
Please attach information to reproduce the bug.",2021/1/11 11:00 PM,4,1,(II) External Repository
https://github.com/horovod/horovod/discussions/2763,2020/12/23 9:52 AM,Thanks @DEKHTIARJonathan.  @hetaoaoao can you open the issue on the TensorFlow side?,2021/1/12 2:59 PM,5,,(II) External Repository
https://github.com/horovod/horovod/discussions/2763,2020/12/23 9:52 AM,"Ah, we've got a workaround for this.
Do
os.environ[""TF_XLA_FLAGS""] = ""--tf_xla_auto_jit=2 --tf_xla_enable_xla_devices=true""
instead of
os.environ[""TF_XLA_FLAGS""] = ""--tf_xla_auto_jit=2""
resolves this issues.",2021/1/13 6:27 AM,6,,(II) External Repository
https://github.com/horovod/horovod/discussions/2763,2020/12/23 9:52 AM,"In general, XLA+horovod will not be as beneficial as it could be, due to missing tf2xla horovod kernels (PRs welcome!)
@hetaoaoao

--tf_xla_enable_xla_devices=true

This enables deprecated XLA:GPU devices and generally should not be done, is it possible to provide a clean reproducer for this issue? Generally we advice using jit_compile=True instead of autoclustering (as it's not clear what autoclustering will cluster), but it could be a bit difficult for horovod due to missing tf2xla kernels.",2021/1/13 5:54 PM,7,,(II) External Repository
https://github.com/horovod/horovod/discussions/2763,2020/12/23 9:52 AM,"Wanted to briefly comment on:

I think the problem is that we need to have visibility into multiple GPUs for Horovod to work, but TensorFlow should not be allocating memory on every GPU when we set tf.config.visible_devices. Seems this isn't working correctly with XLA in the latest version.

It isn't required for Horovod to have visibility to multiple GPUs to work, at least, not anymore. Older versions of NCCL (pre 2.4.6), did have this limitation where all GPUs on the node needed to be visible, but that is no longer the case. So a workaround to avoid TF creating a context on each GPU would be to set CUDA_VISIBLE_DEVICES to the local rank so that each process only sees a single GPU. This also requires making script changes to account for this (i.e. replace any device indexing by hvd.local_rank() with a 0 since all processes will just have a single GPU 0 visible).
An example of doing this with OpenMPI would look something like:
",2021/1/22 10:42 PM,8,,(II) External Repository
